Date ;time ;P ;Q ;S;fp;I;Día;
21/12/2016;15:59:58;1251,16;220,6708567;1270,471162;0,9848;3,526475323;miércoles;
21/12/2016;16:59:58;889,06;115,9672223;896,5913675;0,9916;2,488688785;miércoles;
21/12/2016;17:59:58;962,48;157,9525401;975,3546818;0,9868;2,707313885;miércoles;
21/12/2016;18:59:58;842,88;122,5196135;851,738076;0,9896;2,364188497;miércoles;
21/12/2016;19:59:57;510,5;42,20460651;512,2416215;0,9966;1,421840568;miércoles;
21/12/2016;20:59:57;502,2;43,90601232;504,1156394;0,9962;1,399285097;miércoles;
21/12/2016;21:59:57;479,34;48,1146181;481,7487437;0,995;1,337200802;miércoles;
21/12/2016;22:59:57;441,12;54,69719507;444,4981862;0,9924;1,233803594;miércoles;
21/12/2016;23:59:57;511;93,11518965;519,4145151;0,9838;1,44175053;miércoles;
22/12/2016;00:59:57;491,34;96,64239102;500,7541786;0,9812;1,389954614;jueves;
22/12/2016;01:59:57;451,5;68,76434202;456,7064536;0,9886;1,267690355;jueves;
22/12/2016;02:59:57;429,42;33,33778712;430,7121364;0,997;1,195537346;jueves;
22/12/2016;03:59:57;554,96;31,43100813;555,849359;0,9984;1,542883543;jueves;
22/12/2016;04:59:57;1173,56;223,1356298;1194,584691;0,9824;3,315835542;jueves;
22/12/2016;05:59:57;1179,8;171,4937358;1192,198868;0,9896;3,309213161;jueves;
22/12/2016;06:59:57;942,36;101,9392508;947,8575739;0,9942;2,630989545;jueves;
22/12/2016;07:59:57;942,64;151,0708445;954,6688272;0,9874;2,649895694;jueves;
22/12/2016;08:59:57;1226,22;222,0261469;1246,158537;0,984;3,458990224;jueves;
22/12/2016;09:59:57;1066,02;73,98927942;1068,584603;0,9976;2,96609427;jueves;
22/12/2016;10:59:57;1021,06;160,9713179;1033,670784;0,9878;2,869183198;jueves;
22/12/2016;11:59:57;787,76;59,07468975;789,9719214;0,9972;2,192742795;jueves;
22/12/2016;12:59:57;1096,16;210,8388021;1116,252546;0,982;3,098407249;jueves;
22/12/2016;13:59:57;1027,72;186,0846436;1044,430894;0,984;2,899050279;jueves;
22/12/2016;14:59:57;971,86;171,4098747;986,8602762;0,9848;2,739250222;jueves;
22/12/2016;15:59:57;889,46;117,4102424;897,1757111;0,9914;2,490310761;jueves;
22/12/2016;16:59:57;831,42;149,57478;844,7673237;0,9842;2,344839624;jueves;
22/12/2016;17:59:57;685,06;19,38223802;685,3341337;0,9996;1,902297339;jueves;
22/12/2016;18:59:57;590,06;88,24977717;596,6228514;0,989;1,656059442;jueves;
22/12/2016;19:59:57;433,3;78,4556845;440,3455285;0,984;1,222276968;jueves;
22/12/2016;20:59:57;401,32;13,90839216;401,5609366;0,9994;1,114621706;jueves;
22/12/2016;21:59:57;404,5;67,90543877;410,1602109;0,9862;1,138490905;jueves;
22/12/2016;22:59:57;460,18;22,56443687;460,7328795;0,9988;1,278866596;jueves;
22/12/2016;23:59:57;418,04;60,16933183;422,3479491;0,9898;1,172320683;jueves;
23/12/2016;00:59:57;457,94;70,97979956;463,408217;0,9882;1,28629259;viernes;
23/12/2016;01:59:57;494,4;87,78402393;502,1328458;0,9846;1,393781412;viernes;
23/12/2016;02:59:57;522;56,46704966;525,0452625;0,9942;1,457379921;viernes;
23/12/2016;03:59:57;718,08;124,0682652;728,7193018;0,9854;2,022722524;viernes;
23/12/2016;04:59:57;1262,76;218,1768641;1281,469454;0,9854;3,55700353;viernes;
23/12/2016;05:59:57;1464,44;276,8133289;1490,372481;0,9826;4,136860352;viernes;
23/12/2016;06:59:57;1306,88;176,530171;1318,748739;0,991;3,660480477;viernes;
23/12/2016;07:59:57;1375,14;27,50692621;1375,415083;0,9998;3,817770521;viernes;
23/12/2016;08:59:57;1511,6;221,8599785;1527,794623;0,9894;4,240733831;viernes;
23/12/2016;09:59:57;1376,48;77,95904943;1378,685897;0,9984;3,826849394;viernes;
23/12/2016;10:59:57;1308,7;166,53982;1319,254032;0,992;3,661883032;viernes;
23/12/2016;11:59:57;1129,02;176,4995099;1142,732794;0,988;3,171909067;viernes;
23/12/2016;12:59:57;1193,14;192,757832;1208,610211;0,9872;3,354766493;viernes;
23/12/2016;13:59:57;1059,68;127,8530447;1067,365028;0,9928;2,962709069;viernes;
23/12/2016;14:59:57;926,82;107,0139602;932,9776525;0,9934;2,589687014;viernes;
23/12/2016;15:59:57;1008,44;180,2417382;1024,420967;0,9844;2,843508275;viernes;
23/12/2016;16:59:57;986,16;184,1957829;1003,214649;0,983;2,784645422;viernes;
23/12/2016;17:59:57;889,3;140,1991979;900,2834582;0,9878;2,498937004;viernes;
23/12/2016;18:59:57;869,56;142,7034439;881,1917308;0,9868;2,445943668;viernes;
23/12/2016;19:59:57;448,5;71,87820778;454,2232125;0,9874;1,260797567;viernes;
23/12/2016;20:59:57;412,64;76,13779922;419,6054505;0,9834;1,164708268;viernes;
23/12/2016;21:59:57;449,76;41,35155644;451,6569592;0,9958;1,253674361;viernes;
23/12/2016;22:59:57;449,46;76,00948193;455,841785;0,986;1,265290275;viernes;
23/12/2016;23:59:57;479,42;73,66552404;485,0465399;0,9884;1,346354569;viernes;
24/12/2016;00:59:57;563,84;60,99306759;567,1293502;0,9942;1,574193668;sábado;
24/12/2016;01:59:57;498,68;99,15449835;508,4420881;0,9808;1,411294117;sábado;
24/12/2016;02:59:57;579,92;107,6624143;589,8291294;0,9832;1,637201955;sábado;
24/12/2016;03:59:57;493,08;92,65223885;501,7094017;0,9828;1,392606049;sábado;
24/12/2016;04:59:57;548,04;64,2399867;551,7921869;0,9932;1,53162196;sábado;
24/12/2016;05:59:57;611,72;92,33126572;618,6488673;0,9888;1,717197548;sábado;
24/12/2016;06:59:57;656,84;92,63989822;663,3407392;0,9902;1,841249781;sábado;
24/12/2016;07:59:57;718,6;92,59614346;724,5412382;0,9918;2,011125379;sábado;
24/12/2016;08:59:57;590,1;118,5841941;601,8971848;0,9804;1,670699527;sábado;
24/12/2016;09:59:57;685,52;80,3550757;690,2134515;0,9932;1,915840971;sábado;
24/12/2016;10:59:57;702,92;85,99190149;708,1603869;0,9926;1,965656683;sábado;
24/12/2016;11:59:57;594,26;105,5148343;603,554743;0,9846;1,675300449;sábado;
24/12/2016;12:59:57;595,22;111,1756854;605,5137335;0,983;1,680738063;sábado;
24/12/2016;13:59:57;571,28;100,7583738;580,0974817;0,9848;1,610189602;sábado;
24/12/2016;14:59:57;534,62;33,86315356;535,6913828;0,998;1,486930596;sábado;
24/12/2016;15:59:57;640,64;121,0959077;651,9845308;0,9826;1,809728098;sábado;
24/12/2016;16:59:57;550,24;72,63262178;555,0131128;0,9914;1,540562356;sábado;
24/12/2016;17:59:57;491,08;54,9401569;494,1436909;0,9938;1,371605735;sábado;
24/12/2016;18:59:57;592,56;93,41778557;599,8785179;0,9878;1,665096268;sábado;
24/12/2016;19:59:57;576,24;113,9602603;587,4006116;0,981;1,630461064;sábado;
24/12/2016;20:59:57;721,64;59,66020027;724,1019466;0,9966;2,009906028;sábado;
24/12/2016;21:59:57;544,36;91,38443671;551,9772866;0,9862;1,532135745;sábado;
24/12/2016;22:59:57;484,14;84,81264753;491,5126904;0,985;1,364302808;sábado;
24/12/2016;23:59:57;432,24;38,77714943;433,9759036;0,996;1,204596658;sábado;
25/12/2016;00:59:57;616,28;60,60124456;619,2524116;0,9952;1,71887282;domingo;
25/12/2016;01:59:57;660,1;105,7899776;668,5233948;0,9874;1,855635394;domingo;
25/12/2016;02:59:57;678,18;125,9044284;689,7681041;0,9832;1,914604811;domingo;
25/12/2016;03:59:57;568,08;82,57514953;574,0501213;0,9896;1,593403808;domingo;
25/12/2016;04:59:57;594,78;66,54171728;598,490642;0,9938;1,66124391;domingo;
25/12/2016;05:59:57;743,38;143,7982004;757,1603178;0,9818;2,101666891;domingo;
25/12/2016;06:59:57;588,5;113,1939088;599,287169;0,982;1,663454848;domingo;
25/12/2016;07:59:57;658,6;112,187595;668,086833;0,9858;1,85442362;domingo;
25/12/2016;08:59:57;622,02;54,38155672;624,3926922;0,9962;1,733140812;domingo;
25/12/2016;09:59:57;566,96;42,51673873;568,5519454;0,9972;1,578142398;domingo;
25/12/2016;10:59:57;629,54;73,79322901;633,8501812;0,9932;1,759392177;domingo;
25/12/2016;11:59:57;595,2;49,20701624;597,230584;0,9966;1,657746339;domingo;
25/12/2016;12:59:57;568,16;106,1213961;577,9857579;0,983;1,604328043;domingo;
25/12/2016;13:59:57;631,44;122,1447115;643,1452434;0,9818;1,78519269;domingo;
25/12/2016;14:59:57;593,74;49,08631355;595,7656031;0,9966;1,653679958;domingo;
25/12/2016;15:59:57;615,84;67,76722648;619,5573441;0,994;1,719719228;domingo;
25/12/2016;16:59:57;602,14;62,83097667;605,4092097;0,9946;1,680447934;domingo;
25/12/2016;17:59:57;494,68;96,76556793;504,055431;0,9814;1,399117975;domingo;
25/12/2016;18:59:57;466,42;56,27474058;469,8025786;0,9928;1,304041563;domingo;
25/12/2016;19:59:57;553,04;54,38260578;555,7073955;0,9952;1,542489492;domingo;
25/12/2016;20:59:57;522,4;10,4495675;522,5045009;0,9998;1,450327472;domingo;
25/12/2016;21:59:57;439,7;66,36705933;444,6804207;0,9888;1,234309426;domingo;
25/12/2016;22:59:57;465,38;70,24312502;470,6512945;0,9888;1,306397363;domingo;
25/12/2016;23:59:57;483,22;93,99987143;492,2779136;0,9816;1,366426855;domingo;
26/12/2016;00:59:57;526,36;64,39238785;530,2841024;0,9926;1,471921487;lunes;
26/12/2016;01:59:57;460,26;83,33721059;467,7439024;0,984;1,29832725;lunes;
26/12/2016;02:59:57;611,2;58,82739386;614,0245128;0,9954;1,704361624;lunes;
26/12/2016;03:59:57;469,2;89,21166154;477,6058632;0,9824;1,325701316;lunes;
26/12/2016;04:59:57;1198,28;185,7310439;1212,588545;0,9882;3,365809244;lunes;
26/12/2016;05:59:57;1248,98;174,321378;1261,08643;0,9904;3,500425912;lunes;
26/12/2016;06:59:57;892,82;101,498898;898,5708535;0,9936;2,494183289;lunes;
26/12/2016;07:59:57;848,56;119,679849;856,9581903;0,9902;2,378678086;lunes;
26/12/2016;08:59:57;874,76;74,42695102;877,9205138;0,9964;2,436863678;lunes;
26/12/2016;09:59:57;736,26;141,6145238;749,7556008;0,982;2,081113452;lunes;
26/12/2016;10:59:57;698,32;89,98293752;704,0935673;0,9918;1,95436832;lunes;
26/12/2016;11:59:57;718,52;90,27207135;724,1685144;0,9922;2,010090802;lunes;
26/12/2016;12:59:57;526;81,52896574;532,2809148;0,9882;1,477464084;lunes;
26/12/2016;13:59:57;784,4;107,1418934;791,6834881;0,9908;2,19749363;lunes;
26/12/2016;14:59:57;602,32;34,11331415;603,2852564;0,9984;1,674552429;lunes;
26/12/2016;15:59:57;660,44;84,04489852;665,766129;0,992;1,847981989;lunes;
26/12/2016;16:59:57;844,24;141,7267926;856,0535388;0,9862;2,376167024;lunes;
26/12/2016;17:59:57;627,98;108,5009876;637,2843515;0,9854;1,76892448;lunes;
26/12/2016;18:59:57;814,38;120,6685502;823,2713304;0,9892;2,285172713;lunes;
26/12/2016;19:59:57;415,36;78,97475648;422,8013029;0,9824;1,173579068;lunes;
26/12/2016;20:59:57;402,36;52,48304003;405,768455;0,9916;1,126300609;lunes;
26/12/2016;21:59:57;445,84;36,85896526;447,3610275;0,9966;1,241750046;lunes;
26/12/2016;22:59:57;840;133,5283681;850,5467801;0,9876;2,360881791;lunes;
26/12/2016;23:59:57;567,4;39,38154739;568,7650361;0,9976;1,578733878;lunes;
27/12/2016;00:59:57;650,56;50,50587022;652,5175527;0,997;1,811207619;martes;
27/12/2016;01:59:57;628,38;71,43643457;632,4275362;0,9936;1,755443309;martes;
27/12/2016;02:59:57;669,86;61,58785484;672,6852782;0,9958;1,867187627;martes;
27/12/2016;03:59:57;733,44;135,3298455;745,8206223;0,9834;2,070191044;martes;
27/12/2016;04:59:57;1543,88;175,5136742;1553,824477;0,9936;4,31298548;martes;
27/12/2016;05:59:57;1764,94;300,6443575;1790,363157;0,9858;4,969551205;martes;
27/12/2016;06:59:57;1369,1;155,644073;1377,91868;0,9936;3,82471981;martes;
27/12/2016;07:59:57;1459,72;290,2418471;1488,295269;0,9808;4,131094588;martes;
27/12/2016;08:59:57;8,24;1,638391486;8,401305057;0,9808;0,023319691;martes;
27/12/2016;09:59:57;1623,62;166,2263878;1632,106956;0,9948;4,530275916;martes;
27/12/2016;10:59:57;1169,04;156,1229884;1179,418886;0,9912;3,273739478;martes;
27/12/2016;11:59:57;1135,1;118,4432883;1141,262819;0,9946;3,167828826;martes;
27/12/2016;12:59:57;920,02;156,718541;933,2724691;0,9858;2,590505342;martes;
27/12/2016;13:59:57;824,88;57,25246882;826,8644747;0,9976;2,295146284;martes;
27/12/2016;14:59:57;927,32;159,0948274;940,8685065;0,9856;2,611589834;martes;
27/12/2016;15:59:57;949,6;106,2376252;955,5242504;0,9938;2,652270111;martes;
27/12/2016;16:59:57;821,78;49,37347921;823,2618714;0,9982;2,285146457;martes;
27/12/2016;17:59:57;729,34;107,0464122;737,1538306;0,9894;2,046134435;martes;
27/12/2016;18:59:57;1089,62;72,39672347;1092,022449;0,9978;3,031151227;martes;
27/12/2016;19:59:57;532,1;65,09459225;536,066895;0,9926;1,487972914;martes;
27/12/2016;20:59:57;448,16;72,97709115;454,0628166;0,987;1,260352353;martes;
27/12/2016;21:59:57;432,62;54,35270209;436,0209635;0,9922;1,210273176;martes;
27/12/2016;22:59:57;627,5;91,21234039;634,0945837;0,9896;1,76007057;martes;
27/12/2016;23:59:57;636,42;85,96606532;642,1997982;0,991;1,782568396;martes;
28/12/2016;00:59:57;776,58;118,2746683;785,5351001;0,9886;2,180427411;miércoles;
28/12/2016;01:59:57;621,66;97,18400499;629,2105263;0,988;1,746513782;miércoles;
28/12/2016;02:59:57;755,64;42,79682677;756,8509615;0,9984;2,100808204;miércoles;
28/12/2016;03:59:57;635,56;129,0559624;648,5306122;0,98;1,800140979;miércoles;
28/12/2016;04:59:57;1448,5;197,8519028;1461,949939;0,9908;4,057967265;miércoles;
28/12/2016;05:59:57;1516,24;177,730161;1526,621023;0,9932;4,237476243;miércoles;
28/12/2016;06:59:57;1557,02;116,7620512;1561,391897;0,9972;4,33399054;miércoles;
28/12/2016;07:59:57;1366,6;271,7264327;1393,352365;0,9808;3,867559439;miércoles;
28/12/2016;08:59:57;1464,7;0;1464,7;1;4,06560067;miércoles;
28/12/2016;09:59:57;1273,04;102,0883756;1277,126806;0,9968;3,544949544;miércoles;
28/12/2016;10:59:57;951,36;184,0295083;968,9957221;0,9818;2,689663178;miércoles;
28/12/2016;11:59:57;1045,3;144,3439393;1055,219059;0,9906;2,92899523;miércoles;
28/12/2016;12:59:57;1000,62;120,7273078;1007,876712;0,9928;2,797586015;miércoles;
28/12/2016;13:59:57;869,76;79,96693731;873,4283993;0,9958;2,424394815;miércoles;
28/12/2016;14:59:57;898,44;90,18253741;902,9547739;0,995;2,506351835;miércoles;
28/12/2016;15:59:57;812,92;129,2236679;823,126772;0,9876;2,284771459;miércoles;
28/12/2016;16:59:57;893,2;43,79711202;894,2731278;0,9988;2,482253995;miércoles;
28/12/2016;17:59:57;850,62;169,1321075;867,271615;0,9808;2,40730529;miércoles;
28/12/2016;18:59:57;882,56;101,9035419;888,4235957;0,9934;2,466017318;miércoles;
28/12/2016;19:59:57;436,12;69,32665703;441,5957878;0,9876;1,225747341;miércoles;
28/12/2016;20:59:57;442,6;77,00519011;449,2488835;0,9852;1,246990211;miércoles;
28/12/2016;21:59:57;576,02;106,2836737;585,7433394;0,9834;1,625860936;miércoles;
28/12/2016;22:59:57;551,18;50,67625151;553,5047198;0,9958;1,536375476;miércoles;
28/12/2016;23:59:57;651,28;119,42581;662,1390809;0,9836;1,837914311;miércoles;
29/12/2016;00:59:57;725,94;138,830387;739,0959071;0,9822;2,051525101;jueves;
29/12/2016;01:59:57;858,6;70,98310509;861,5291993;0,9966;2,391365938;jueves;
29/12/2016;02:59:57;1009,38;72,92971698;1012,011229;0,9974;2,809062287;jueves;
29/12/2016;03:59:57;1056,5;170,6829454;1070,198541;0,9872;2,970574115;jueves;
29/12/2016;04:59:57;1620,16;325,5810337;1652,54998;0,9804;4,587020075;jueves;
29/12/2016;05:59:57;1726,74;243,5372661;1743,829529;0,9902;4,84038677;jueves;
29/12/2016;06:59:57;1479,66;221,2989616;1496,11729;0,989;4,152806347;jueves;
29/12/2016;07:59:57;1567,34;285,6030555;1593,149014;0,9838;4,422139481;jueves;
29/12/2016;08:59:57;1440,46;250,6165751;1462,099066;0,9852;4,058381199;jueves;
29/12/2016;09:59:57;1568,38;240,9902269;1586,786726;0,9884;4,404479536;jueves;
29/12/2016;10:59:57;1523,96;236,2108035;1542,157458;0,9882;4,280601075;jueves;
29/12/2016;11:59:57;1181;208,2965262;1199,22827;0,9848;3,328724829;jueves;
29/12/2016;12:59:57;1267,58;71,79133143;1269,611378;0,9984;3,524088803;jueves;
29/12/2016;13:59:57;917,68;138,5119923;928,0744337;0,9888;2,576077039;jueves;
29/12/2016;14:59:57;957,62;139,1980261;967,6839127;0,9896;2,686021959;jueves;
29/12/2016;15:59:57;878,86;130,2226995;888,4553174;0,9892;2,466105369;jueves;
29/12/2016;16:59:57;1252,38;214,8634559;1270,67776;0,9856;3,527048782;jueves;
29/12/2016;17:59:57;1230,82;197,255598;1246,526231;0,9874;3,46001084;jueves;
29/12/2016;18:59:57;1219,92;145,1058001;1228,519637;0,993;3,410029536;jueves;
29/12/2016;19:59:57;543,36;47,50452181;545,432644;0,9962;1,513969634;jueves;
29/12/2016;20:59:57;544,5;104,1313962;554,3677459;0,9822;1,538770997;jueves;
29/12/2016;21:59:57;591,54;95,56629394;599,2098865;0,9872;1,663240333;jueves;
29/12/2016;22:59:57;795,78;52,87335456;797,5345761;0,9978;2,213734626;jueves;
29/12/2016;23:59:57;763,18;127,1676731;773,702352;0,9864;2,147582987;jueves;
30/12/2016;00:59:57;889,3;133,0043162;899,1911021;0,989;2,495904927;viernes;
30/12/2016;01:59:57;805,46;144,9045035;818,390571;0,9842;2,271625079;viernes;
30/12/2016;02:59:57;867,48;137,8966533;878,3718104;0,9876;2,438116352;viernes;
30/12/2016;03:59:56;1005,74;196,7352678;1024,801304;0,9814;2,844563985;viernes;
30/12/2016;04:59:56;1563,34;293,7595341;1590,700041;0,9828;4,415341811;viernes;
30/12/2016;05:59:56;1414,12;80,09084839;1416,386218;0,9984;3,93149502;viernes;
30/12/2016;06:59:56;1486,64;301,8751272;1516,979592;0,98;4,210714306;viernes;
30/12/2016;07:59:56;1214,14;184,9159207;1228,140805;0,9886;3,408978002;viernes;
30/12/2016;08:59:56;1457,62;77,21109583;1459,663529;0,9986;4,051620824;viernes;
30/12/2016;09:59:56;1530,98;251,2490439;1551,459262;0,9868;4,306420301;viernes;
30/12/2016;10:59:56;1427,66;172,2507528;1438,013699;0,9928;3,991526904;viernes;
30/12/2016;11:59:56;1547,78;299,4000088;1576,471787;0,9818;4,375848127;viernes;
30/12/2016;12:59:56;1561,68;308,8460699;1591,926606;0,981;4,418746415;viernes;
30/12/2016;13:59:56;1401,68;231,8010401;1420,717616;0,9866;3,943517779;viernes;
30/12/2016;14:59:56;1349,9;160,5665286;1359,415911;0,993;3,773361261;viernes;
30/12/2016;15:59:56;1069,2;158,4258133;1080,873433;0,9892;3,000204652;viernes;
30/12/2016;16:59:56;1270,84;179,237696;1283,417491;0,9902;3,562410741;viernes;
30/12/2016;17:59:56;1304,22;170,119869;1315,268253;0,9916;3,650819616;viernes;
30/12/2016;18:59:56;1237,08;248,5987712;1261,811506;0,9804;3,502438521;viernes;
30/12/2016;19:59:56;618,14;87,18169826;624,2577257;0,9902;1,732766183;viernes;
30/12/2016;20:59:56;981,3;51,98011027;982,675746;0,9986;2,727635127;viernes;
30/12/2016;21:59:56;690,6;60,37732399;693,2342903;0,9962;1,924225981;viernes;
30/12/2016;22:59:56;1062,62;87,85006654;1066,245234;0,9966;2,959600831;viernes;
30/12/2016;23:59:56;1059,68;150,996222;1070,383838;0,99;2,971088448;viernes;
31/12/2016;00:59:56;980,32;158,3756792;993,0307942;0,9872;2,756377867;sábado;
31/12/2016;01:59:56;1088,14;174,3891929;1102,025522;0,9874;3,058916979;sábado;
31/12/2016;02:59:56;1062,92;60,2000994;1064,623397;0,9984;2,955099063;sábado;
31/12/2016;03:59:56;1183,84;94,93519654;1187,640449;0,9968;3,296560256;sábado;
31/12/2016;04:59:56;983,98;104,5743808;989,5213194;0,9944;2,746636539;sábado;
31/12/2016;05:59:56;1172,16;161,8618501;1183,282859;0,9906;3,284464794;sábado;
31/12/2016;06:59:56;1318,96;221,4204141;1337,416346;0,9862;3,712296573;sábado;
31/12/2016;07:59:56;1260,86;185,0584629;1274,368304;0,9894;3,537292709;sábado;
31/12/2016;08:59:56;1224,34;132,4422751;1231,482599;0,9942;3,418253895;sábado;
31/12/2016;09:59:56;1118,7;171,8944177;1131,829219;0,9884;3,14164377;sábado;
31/12/2016;10:59:56;1169,88;146,9791945;1179,076799;0,9922;3,272789939;sábado;
31/12/2016;11:59:56;1301,14;26,02670417;1301,40028;0,9998;3,612325971;sábado;
31/12/2016;12:59:56;1117,28;211,1919888;1137,06493;0,9826;3,15617665;sábado;
31/12/2016;13:59:56;1267,58;161,3070566;1277,802419;0,992;3,54682486;sábado;
31/12/2016;14:59:56;1321,98;91,75470218;1325,160385;0,9976;3,678277428;sábado;
31/12/2016;15:59:56;1213,46;216,885625;1232,689963;0,9844;3,421605203;sábado;
31/12/2016;16:59:56;1227,52;190,2631864;1242,177697;0,9882;3,447940518;sábado;
31/12/2016;17:59:56;1290,7;245,4081235;1313,82329;0,9824;3,646808799;sábado;
31/12/2016;18:59:56;1250,34;179,9639325;1263,224894;0,9898;3,506361695;sábado;
31/12/2016;19:59:56;1261,32;110,2738579;1266,131299;0,9962;3,514429069;sábado;
31/12/2016;20:59:56;1499,16;259,0215302;1521,372032;0,9854;4,2229065;sábado;
31/12/2016;21:59:56;1102,46;219,2064415;1124,041599;0,9808;3,120027498;sábado;
31/12/2016;22:59:56;1380,32;188,539136;1393,136859;0,9908;3,866961253;sábado;
